order_id,customer_id,product_id,quantity,unit_price,total_price,order_date,shipping_address,payment_method,status
800,968,686,53,410.73,4230.62,2021-04-17,28673 Grover Avenue,PayPal,delivered
801,114,272,3,912.57,9952.06,2021-02-04,853 Buell Point,PayPal,delivered
802,497,880,18,290.99,7125.94,2020-06-26,249 Buhler Crossing,credit card,shipped
803,661,532,99,951.1,8592.03,2022-03-27,67598 Express Center,Apple Pay,shipped
804,510,724,77,614.68,7595.61,2022-02-05,4 American Ash Road,Apple Pay,pending
805,346,350,57,144.67,9992.7,2020-07-16,894 Novick Junction,Apple Pay,delivered
806,514,611,62,839.59,4935.07,2020-01-16,9 Mayfield Junction,Apple Pay,delivered
807,221,707,83,516.55,1539.93,2021-04-14,1 Victoria Point,Apple Pay,processing
808,883,384,16,821.81,4372.23,2021-02-14,6 Hollow Ridge Place,PayPal,pending
809,157,578,34,447.79,8909.06,2020-12-07,403 West Road,PayPal,pending
810,800,302,71,123.01,6372.51,2022-08-18,2045 Clemons Trail,PayPal,delivered
811,341,556,77,719.37,8875.11,2020-06-21,50 Boyd Center,Apple Pay,processing
812,348,436,62,908.74,2910.3,2020-02-23,84 7th Alley,Apple Pay,shipped
813,349,111,84,998.86,7688.17,2022-11-08,7177 Daystar Center,credit card,pending
814,176,131,68,30.13,9266.93,2022-07-10,52415 Elka Hill,credit card,shipped
815,829,982,65,957.51,530.13,2022-06-12,344 Northland Center,credit card,pending
816,843,652,83,604.21,2372.09,2020-08-17,916 Crowley Center,credit card,pending
817,305,653,97,361.83,5353.02,2020-05-25,96 Rowland Road,PayPal,shipped
818,41,179,40,82.38,3598.62,2021-11-15,22 Lakewood Gardens Alley,Apple Pay,delivered
819,268,197,21,268.99,7719.63,2022-10-10,164 Rutledge Hill,Apple Pay,processing
820,91,685,44,875.19,8922.59,2022-08-20,80020 Towne Center,credit card,delivered
821,820,381,9,223.54,9303.48,2020-10-30,7064 Algoma Park,credit card,delivered
822,369,679,5,779.8,5346.41,2022-03-14,2 Towne Drive,PayPal,processing
823,844,43,36,431.46,6294.0,2022-03-31,66169 Westend Parkway,Apple Pay,shipped
824,667,984,48,211.73,6262.09,2022-04-07,60757 Kensington Drive,PayPal,delivered
825,985,92,26,858.83,4912.71,2021-01-03,93 Commercial Court,Apple Pay,shipped
826,776,488,58,710.89,8042.86,2022-10-02,6 Gina Trail,PayPal,pending
827,66,292,38,718.33,3911.85,2022-06-17,2 Butterfield Center,Apple Pay,delivered
828,621,504,10,403.79,7691.22,2021-09-02,2755 Moulton Road,Apple Pay,delivered
829,601,648,34,113.45,8528.33,2022-11-15,8344 Boyd Court,credit card,pending
830,315,123,3,378.24,1436.34,2022-12-05,479 Autumn Leaf Place,PayPal,shipped
831,104,907,3,565.47,3942.61,2020-08-28,2 Coolidge Crossing,PayPal,shipped
832,672,681,26,871.68,2863.57,2021-08-14,51528 Coleman Street,Apple Pay,pending
833,808,867,85,606.86,735.86,2020-11-26,875 Messerschmidt Trail,PayPal,pending
834,386,23,49,536.18,7342.78,2020-09-11,76636 Beilfuss Park,Apple Pay,delivered
835,915,489,57,614.05,343.7,2020-07-26,7 Anderson Terrace,credit card,pending
836,453,501,62,253.78,501.94,2020-04-19,9280 Pennsylvania Lane,PayPal,pending
837,2,881,92,466.93,8868.42,2021-12-03,49911 Parkside Hill,PayPal,shipped
838,997,465,15,320.84,6569.61,2021-04-02,02174 Cordelia Road,Apple Pay,delivered
839,763,200,68,823.69,5109.78,2020-07-26,4289 Cascade Park,PayPal,processing
840,871,874,6,310.82,5075.19,2020-09-08,966 Algoma Avenue,PayPal,shipped
841,244,585,44,376.45,1522.49,2022-12-15,516 Hauk Drive,credit card,shipped
842,920,891,73,257.2,9289.36,2020-11-15,446 Dakota Place,Apple Pay,pending
843,290,975,17,814.81,6622.49,2022-01-22,5565 Columbus Point,PayPal,pending
844,166,1000,77,174.42,7580.06,2022-01-23,43 Lighthouse Bay Street,PayPal,shipped
845,215,255,53,644.67,8812.55,2020-05-27,27939 Larry Court,PayPal,processing
846,298,271,51,527.55,3982.55,2022-04-13,8047 Blue Bill Park Junction,PayPal,delivered
847,69,115,28,178.09,2887.1,2022-10-26,443 Graedel Alley,credit card,delivered
848,969,699,27,112.86,8747.35,2021-06-04,61 Wayridge Street,PayPal,shipped
849,874,823,2,96.81,2933.83,2020-08-24,1 Dennis Court,Apple Pay,shipped
850,575,890,43,984.45,6467.36,2021-03-25,4 Kingsford Parkway,Apple Pay,delivered
851,393,542,59,393.89,3818.55,2021-05-16,2926 Schmedeman Parkway,credit card,shipped
852,306,427,76,434.99,2232.58,2020-06-25,90 Moose Street,PayPal,shipped
853,316,956,50,416.78,2166.65,2020-08-15,47371 Waxwing Hill,PayPal,processing
854,987,56,59,517.55,7315.54,2022-11-15,40891 Portage Parkway,Apple Pay,shipped
855,407,307,83,615.68,9961.6,2022-04-20,39486 Fieldstone Alley,credit card,shipped
856,533,393,42,802.83,8399.39,2021-03-26,757 Sundown Terrace,Apple Pay,delivered
857,732,857,47,26.95,6403.77,2022-11-20,3589 Sommers Drive,credit card,shipped
858,819,992,67,730.35,2420.9,2020-09-07,926 Kingsford Junction,PayPal,processing
859,748,466,1,9.83,5209.33,2021-03-04,9808 Almo Hill,PayPal,processing
860,602,435,32,871.41,2095.44,2021-01-26,0 Clyde Gallagher Pass,credit card,shipped
861,679,247,55,748.52,5379.98,2022-09-19,9 Reindahl Road,PayPal,pending
862,440,211,93,276.05,7543.42,2020-01-26,2 Meadow Vale Drive,PayPal,shipped
863,608,340,33,318.64,3089.24,2022-01-27,299 Rigney Drive,Apple Pay,pending
864,151,174,6,958.12,1242.51,2020-02-17,608 Fulton Way,Apple Pay,pending
865,159,514,48,218.64,2053.87,2020-09-29,126 Farmco Parkway,Apple Pay,pending
866,849,173,80,268.94,9344.43,2022-03-20,83 Monica Trail,Apple Pay,shipped
867,569,104,87,39.29,4003.46,2020-10-19,8613 Crest Line Drive,credit card,shipped
868,928,407,1,416.23,800.57,2021-09-20,34344 Luster Hill,Apple Pay,delivered
869,403,385,7,137.54,5969.58,2021-03-21,343 Dunning Junction,credit card,shipped
870,660,754,56,557.23,6391.88,2020-06-29,1 Westridge Lane,PayPal,pending
871,852,765,28,718.03,1963.59,2020-08-24,8340 Stuart Hill,credit card,delivered
872,878,301,77,280.8,5055.4,2021-09-01,84 Arizona Parkway,credit card,delivered
873,830,110,15,397.44,6396.22,2020-10-02,9 Saint Paul Place,Apple Pay,pending
874,56,450,52,440.48,1122.63,2022-12-21,1784 Farragut Trail,credit card,delivered
875,847,80,92,454.95,357.12,2022-11-21,91272 Nobel Parkway,credit card,shipped
876,226,606,62,535.75,4835.8,2022-01-22,8 Meadow Valley Center,PayPal,processing
877,428,631,84,703.54,4680.85,2022-09-18,114 Anhalt Plaza,Apple Pay,shipped
878,99,6,29,557.1,1777.25,2020-12-12,0 Hauk Way,Apple Pay,delivered
879,652,83,98,400.7,1965.62,2022-03-28,312 Nancy Place,Apple Pay,processing
880,680,96,6,145.63,7307.3,2021-09-03,83951 Loomis Plaza,credit card,delivered
881,631,116,18,486.65,1130.68,2020-03-09,5379 Fairview Lane,credit card,processing
882,57,570,46,95.13,9191.76,2020-08-22,007 Vera Hill,credit card,processing
883,368,296,24,602.05,3558.13,2021-03-13,8743 Spenser Hill,PayPal,shipped
884,552,941,8,429.18,978.04,2022-09-09,021 Troy Parkway,Apple Pay,shipped
885,677,797,63,595.22,6712.8,2022-08-21,8 Debra Way,PayPal,delivered
886,993,462,45,68.7,6730.15,2020-03-12,3 Quincy Park,credit card,pending
887,583,988,50,264.45,6206.59,2020-08-20,20939 Anniversary Circle,PayPal,processing
888,15,922,21,645.29,2314.85,2022-11-02,584 Welch Park,Apple Pay,processing
889,971,165,32,830.49,7559.41,2020-04-13,25 Rutledge Trail,credit card,pending
890,387,995,22,744.37,2943.88,2022-11-08,32462 Scoville Court,Apple Pay,processing
891,400,768,56,169.51,6156.71,2022-11-07,38607 Bartelt Lane,credit card,delivered
892,23,600,3,121.13,5327.49,2022-03-07,41 Texas Avenue,credit card,processing
893,27,357,70,994.33,3933.42,2022-05-15,4 Muir Pass,credit card,pending
894,500,242,8,688.02,8376.85,2022-11-07,05017 Crownhardt Park,Apple Pay,shipped
895,548,201,74,100.59,3126.76,2020-02-16,82284 Kipling Drive,credit card,pending
896,567,803,87,709.26,477.96,2022-04-21,392 Eastlawn Terrace,credit card,processing
897,485,321,74,179.35,2678.51,2021-05-25,57191 Maple Wood Plaza,credit card,pending
898,304,224,53,871.02,4498.94,2021-06-05,7485 Anzinger Crossing,PayPal,pending
899,444,282,20,442.79,761.85,2020-03-19,1611 Thompson Hill,PayPal,processing
900,34,446,17,737.22,3196.82,2021-11-06,41191 Sloan Trail,PayPal,pending
901,493,248,2,76.83,1832.8,2021-09-26,205 Granby Parkway,Apple Pay,shipped
902,437,882,1,801.81,7322.39,2022-02-13,33737 Summer Ridge Trail,credit card,pending
903,84,249,38,63.61,5095.73,2021-02-28,506 Sunbrook Terrace,Apple Pay,shipped
904,881,437,23,829.33,7817.42,2020-01-06,2 Kingsford Plaza,Apple Pay,processing
905,294,10,85,304.14,5567.73,2021-02-02,29 Washington Lane,credit card,processing
906,950,522,93,321.42,7341.46,2020-11-20,553 Swallow Trail,Apple Pay,processing
907,451,277,87,565.7,8612.62,2022-03-29,46032 Sheridan Point,PayPal,delivered
908,728,782,61,573.32,9358.45,2021-08-26,31 Graedel Avenue,Apple Pay,pending
909,345,536,91,379.7,7114.36,2022-11-08,54 Armistice Street,credit card,shipped
910,26,893,88,146.39,801.81,2022-11-15,609 Dahle Junction,Apple Pay,processing
911,242,215,11,345.02,4139.57,2022-06-08,54475 Rowland Crossing,PayPal,pending
912,688,473,43,55.92,7664.77,2022-06-29,1 Pleasure Drive,PayPal,shipped
913,939,549,82,55.39,1322.03,2022-05-11,9 Park Meadow Pass,Apple Pay,processing
914,644,736,21,600.16,3717.11,2022-06-15,78 Hollow Ridge Court,Apple Pay,shipped
915,753,399,41,446.74,5827.96,2022-05-04,74 Westridge Avenue,credit card,pending
916,154,839,91,500.66,4476.71,2021-08-24,93464 International Parkway,PayPal,shipped
917,790,363,29,833.69,2898.41,2021-08-05,88063 Ohio Avenue,credit card,pending
918,267,233,18,65.25,4700.27,2020-04-02,57 Brown Road,PayPal,processing
919,607,120,56,803.87,4348.82,2022-01-07,853 Garrison Circle,Apple Pay,shipped
920,691,580,3,717.46,6195.73,2020-02-22,565 Knutson Trail,credit card,delivered
921,43,848,61,532.69,2008.69,2021-07-10,70 Mesta Road,PayPal,processing
922,167,809,34,254.94,6434.79,2022-02-24,6403 Graedel Trail,PayPal,delivered
923,357,623,98,695.77,6772.57,2020-09-10,6696 Packers Avenue,PayPal,delivered
924,235,950,5,381.32,5597.04,2021-11-04,1632 Mitchell Junction,Apple Pay,pending
925,439,999,95,642.72,6323.13,2020-09-11,70642 Sutteridge Circle,Apple Pay,pending
926,300,841,91,259.01,9024.72,2022-02-01,282 Mandrake Trail,credit card,processing
927,124,678,64,431.46,421.54,2021-01-07,27 Fisk Junction,Apple Pay,shipped
928,560,710,43,562.36,3576.08,2022-03-23,77 Lawn Park,PayPal,shipped
929,972,746,39,160.36,3894.15,2022-03-15,219 Burrows Park,PayPal,shipped
930,172,579,51,199.2,8408.1,2021-10-10,343 Judy Pass,PayPal,pending
931,456,633,36,852.23,220.61,2020-11-24,09769 Nevada Crossing,credit card,processing
932,854,650,6,943.63,998.84,2021-08-16,82207 Becker Pass,credit card,shipped
933,80,837,49,942.73,6491.2,2020-11-24,50559 Milwaukee Junction,PayPal,pending
934,627,100,8,830.28,8781.0,2022-08-08,2 Schiller Court,Apple Pay,processing
935,11,94,79,898.26,8850.98,2021-01-19,7 Clarendon Drive,Apple Pay,pending
936,337,619,1,517.63,7178.71,2021-03-25,79 Sundown Avenue,credit card,pending
937,202,739,68,113.22,4365.53,2021-08-23,901 Ramsey Street,PayPal,delivered
938,640,898,45,666.76,9225.57,2022-06-08,3 Monica Point,PayPal,delivered
939,1,166,1,922.32,1499.06,2021-07-15,068 Spaight Terrace,Apple Pay,pending
940,482,253,78,327.16,2358.63,2020-12-01,44 Arizona Circle,Apple Pay,shipped
941,372,638,65,85.37,7871.1,2022-10-26,1 Kropf Court,Apple Pay,delivered
942,318,944,71,515.27,7305.93,2020-12-30,54 Canary Junction,Apple Pay,delivered
943,998,341,61,110.63,7114.42,2020-02-15,17871 Nevada Center,Apple Pay,processing
944,755,892,83,222.14,3035.89,2021-06-28,3515 Raven Road,credit card,shipped
945,446,278,26,651.69,1557.93,2021-03-17,50617 Cottonwood Drive,Apple Pay,shipped
946,676,406,13,210.33,1056.42,2022-07-01,5368 Farwell Drive,PayPal,processing
947,426,316,84,837.64,3694.3,2022-02-01,315 Jenna Pass,credit card,processing
948,363,31,64,765.41,8318.9,2022-06-18,7585 Mifflin Drive,Apple Pay,shipped
949,789,967,18,803.93,2968.48,2020-02-09,2 Vidon Plaza,PayPal,processing
950,826,314,87,667.76,7376.06,2020-09-19,777 Jay Place,credit card,pending
951,146,423,32,294.7,6984.15,2021-06-20,5 Northfield Street,credit card,pending
952,918,187,73,338.34,2129.07,2022-01-04,436 Ridgeview Parkway,PayPal,delivered
953,542,656,54,730.47,111.92,2020-09-24,933 Parkside Junction,PayPal,pending
954,414,939,49,936.32,2921.92,2020-03-23,3 Golf Junction,Apple Pay,pending
955,47,376,41,447.72,7716.69,2021-12-15,96 Pearson Circle,credit card,processing
956,330,562,2,632.72,4354.67,2020-07-23,816 Anzinger Point,PayPal,processing
957,629,175,29,994.22,388.6,2020-04-04,45 Eliot Road,credit card,processing
958,48,137,49,608.22,8720.27,2021-04-18,66085 Johnson Plaza,credit card,shipped
959,402,576,97,995.52,9320.58,2021-09-21,90117 Farmco Lane,credit card,pending
960,409,9,85,508.09,3650.21,2022-05-17,8141 Mockingbird Lane,Apple Pay,delivered
961,44,308,93,752.16,9623.14,2022-06-12,57 Artisan Way,PayPal,processing
962,190,981,14,19.69,6550.96,2021-12-25,71112 Schiller Road,Apple Pay,shipped
963,649,590,81,250.03,1508.34,2020-11-06,78 Mccormick Point,credit card,shipped
964,635,565,45,587.95,8205.26,2021-09-08,17549 Stuart Park,PayPal,pending
965,801,813,39,261.89,808.94,2021-07-30,66 Wayridge Street,PayPal,shipped
966,391,838,55,417.29,7832.73,2020-06-11,3185 Dovetail Alley,PayPal,processing
967,323,660,45,412.89,7727.22,2022-01-20,2 Blackbird Place,Apple Pay,pending
968,77,721,82,234.97,2287.39,2020-04-19,5376 Westridge Park,Apple Pay,processing
969,858,405,21,417.02,6977.66,2020-09-09,37399 Mcbride Alley,credit card,processing
970,366,714,78,223.21,8329.16,2021-12-03,396 Arapahoe Circle,Apple Pay,delivered
971,943,254,9,753.88,4695.81,2021-02-12,545 Luster Alley,credit card,pending
972,706,713,58,724.44,477.45,2022-07-13,03643 Independence Terrace,Apple Pay,processing
973,737,924,20,155.43,7314.29,2022-07-26,0 Grayhawk Circle,Apple Pay,delivered
974,264,471,86,145.92,4329.66,2022-04-28,979 Havey Center,PayPal,shipped
975,22,192,70,404.53,8831.24,2021-02-26,55 Gerald Center,PayPal,pending
976,818,228,96,782.16,76.66,2021-01-18,459 Carioca Circle,credit card,delivered
977,686,212,75,569.65,793.27,2021-09-10,6727 Old Gate Place,PayPal,shipped
978,890,990,45,971.85,9153.97,2021-02-25,04628 Armistice Alley,PayPal,shipped
979,253,498,100,740.19,4338.49,2020-06-08,5094 Roxbury Avenue,Apple Pay,processing
980,809,723,20,836.29,9051.39,2021-06-25,73 Melrose Alley,credit card,shipped
981,507,288,59,509.14,7243.15,2020-06-26,3622 Calypso Point,credit card,delivered
982,136,738,97,828.1,7283.21,2022-05-08,60316 Mendota Center,Apple Pay,delivered
983,580,533,65,611.76,162.76,2022-03-16,825 Anniversary Road,Apple Pay,processing
984,327,236,90,849.93,621.28,2020-04-06,34 Bellgrove Alley,credit card,processing
985,744,125,18,977.13,5437.49,2021-03-15,7762 Butterfield Drive,PayPal,processing
986,591,130,85,997.98,4677.7,2022-06-25,6516 Anderson Road,PayPal,processing
987,984,757,52,249.18,7221.07,2022-12-15,4670 Hollow Ridge Parkway,PayPal,delivered
988,693,222,5,557.12,5555.58,2020-06-30,3581 Twin Pines Terrace,Apple Pay,processing
989,596,630,88,761.7,1595.48,2021-01-25,11660 Fieldstone Court,credit card,processing
990,443,913,12,498.49,1595.44,2021-06-11,66 Crescent Oaks Way,credit card,delivered
991,609,235,3,404.71,3144.33,2020-01-10,441 Carioca Circle,credit card,pending
992,89,101,57,498.63,2165.04,2021-07-15,69 Kingsford Court,Apple Pay,shipped
993,1000,392,23,828.31,1294.05,2021-02-26,720 Corry Park,PayPal,pending
994,94,334,11,76.44,2433.13,2020-12-11,4 Haas Trail,credit card,shipped
995,513,452,43,202.35,5419.58,2020-04-27,85 Esker Avenue,PayPal,pending
996,470,753,55,8.33,4577.04,2021-12-13,745 American Place,credit card,processing
997,945,313,73,986.22,966.66,2020-01-09,049 Jana Terrace,PayPal,processing
998,574,858,15,589.71,8055.83,2020-06-15,23504 Lakeland Avenue,PayPal,processing
999,336,930,28,725.35,1636.06,2021-04-18,80367 Maple Wood Circle,Apple Pay,delivered
1000,742,548,3,206.01,4376.86,2021-03-22,194 Ohio Park,PayPal,processing
1001,788,311,63,939.4,9454.13,2020-09-02,2740 Sage Terrace,Apple Pay,processing
1002,796,225,10,302.33,4240.29,2022-12-23,79 Johnson Pass,Apple Pay,shipped
1003,39,733,9,432.87,6193.64,2022-10-01,9550 Glendale Pass,PayPal,processing
1004,62,85,84,288.77,3883.8,2022-10-13,4 Coleman Park,PayPal,pending
1005,40,870,55,206.19,2330.89,2020-09-27,805 Springs Point,Apple Pay,delivered
1006,237,305,33,556.48,3831.0,2021-06-03,1119 Bobwhite Crossing,Apple Pay,delivered
1007,935,416,98,436.59,2686.04,2021-05-15,4 Graceland Park,credit card,delivered
1008,630,470,10,651.06,9615.39,2022-12-13,3517 Village Green Junction,credit card,processing
1009,757,901,56,365.81,5340.29,2020-09-07,622 John Wall Hill,Apple Pay,pending
1010,678,147,97,429.09,5721.51,2021-03-10,8 Schmedeman Way,PayPal,processing
1011,4,309,89,718.48,895.59,2022-08-28,880 Lukken Road,credit card,shipped
1012,872,986,42,94.65,7883.81,2020-10-12,3087 School Road,Apple Pay,pending
1013,839,845,40,579.3,7564.8,2020-05-17,528 Claremont Alley,Apple Pay,delivered
1014,674,126,5,569.95,6063.87,2021-11-23,98 Red Cloud Road,credit card,delivered
1015,461,411,16,647.33,5951.58,2021-12-03,52 Coleman Street,PayPal,pending
1016,354,91,26,961.94,3836.64,2021-02-04,77 Reinke Circle,credit card,delivered
1017,464,53,45,567.12,1387.46,2020-10-06,3 Nevada Alley,PayPal,delivered
1018,751,455,42,558.71,6889.65,2022-01-23,2903 Nelson Way,Apple Pay,processing
1019,705,620,30,116.39,9175.87,2021-11-15,2756 Moland Avenue,credit card,pending
1020,702,218,44,290.13,7369.7,2021-04-28,0 Bonner Drive,credit card,delivered
1021,9,649,45,12.52,931.88,2021-11-22,3830 Superior Road,credit card,shipped
1022,824,492,30,572.49,2112.92,2021-10-10,714 Ryan Trail,PayPal,shipped
1023,663,705,18,834.67,2917.27,2021-12-25,3 Kropf Court,PayPal,delivered
1024,669,170,43,808.35,5756.45,2020-03-29,2 1st Parkway,PayPal,processing
1025,98,24,76,958.51,1376.55,2020-12-01,6386 Dottie Pass,PayPal,delivered
1026,725,610,51,63.16,9729.96,2022-01-17,9 Spaight Lane,credit card,shipped
1027,251,737,2,632.3,4586.46,2020-02-20,078 Utah Way,PayPal,shipped
1028,277,429,66,223.5,5399.34,2022-06-14,611 Reinke Circle,Apple Pay,shipped
1029,359,789,20,828.77,9350.46,2021-12-17,47500 Clarendon Lane,Apple Pay,delivered
1030,60,54,89,467.35,1092.03,2022-09-20,8578 Mosinee Drive,credit card,pending
1031,976,996,93,134.04,2864.53,2020-02-16,14 Acker Parkway,PayPal,pending
1032,687,759,70,512.08,8908.68,2020-11-30,0363 Holmberg Way,Apple Pay,delivered
1033,877,806,83,592.93,2379.65,2021-10-16,26 Thackeray Parkway,PayPal,shipped
1034,577,62,91,675.78,2896.32,2021-08-02,3671 Maple Junction,Apple Pay,delivered
1035,90,86,58,582.71,4559.82,2021-05-13,5 Algoma Trail,Apple Pay,delivered
1036,321,360,88,5.82,7707.51,2022-10-19,8 Wayridge Park,Apple Pay,pending
1037,31,183,72,2.5,360.36,2021-11-15,95834 Montana Circle,credit card,processing
1038,615,28,21,499.3,999.66,2021-09-14,93624 David Terrace,Apple Pay,pending
1039,611,102,68,962.01,1012.82,2022-08-22,347 High Crossing Way,PayPal,processing
1040,559,112,35,381.74,4103.97,2021-03-02,8871 Elgar Crossing,PayPal,processing
1041,134,51,32,936.33,3355.06,2020-09-09,0684 Summit Park,credit card,delivered
1042,128,226,28,258.47,1704.13,2020-01-10,04 Center Hill,credit card,shipped
1043,113,315,72,780.67,6415.98,2021-01-17,3352 Norway Maple Circle,credit card,processing
1044,922,701,31,544.77,2363.69,2020-07-16,7 Golden Leaf Road,credit card,shipped
1045,893,250,64,990.35,9100.34,2020-09-05,2491 Caliangt Center,Apple Pay,delivered
1046,734,474,87,952.2,6139.74,2022-05-17,22347 Del Mar Point,credit card,delivered
1047,690,194,87,960.63,5802.81,2022-08-28,429 Arkansas Circle,credit card,delivered
1048,958,538,10,73.12,4830.89,2021-02-12,7 Namekagon Center,PayPal,pending
1049,164,52,62,266.76,7202.18,2020-01-05,7 Pine View Way,Apple Pay,pending
1050,917,146,3,54.2,8953.78,2020-01-27,87 Fairfield Lane,Apple Pay,shipped
1051,913,925,100,206.94,876.67,2022-03-28,69980 Longview Lane,credit card,shipped
1052,281,509,91,31.93,6925.38,2022-11-15,5 Ridgeview Parkway,PayPal,pending
1053,270,920,86,849.89,8923.68,2021-08-06,8 Manufacturers Crossing,credit card,pending
1054,921,740,87,176.77,8830.19,2022-12-23,0253 Cottonwood Court,credit card,processing
1055,648,906,26,908.13,9757.58,2022-10-03,996 Hintze Road,PayPal,delivered
1056,892,592,42,139.78,9131.46,2021-08-04,69887 Kinsman Court,Apple Pay,delivered
1057,111,430,59,468.7,1066.46,2020-10-05,84 Sutherland Avenue,Apple Pay,pending
1058,594,138,69,876.91,9656.52,2022-11-18,153 Rowland Lane,PayPal,shipped
1059,759,529,59,529.19,3583.02,2020-10-07,44 Warrior Way,PayPal,delivered
1060,521,76,86,911.0,7666.18,2022-09-05,801 Vermont Hill,credit card,delivered
1061,689,400,73,742.14,6558.05,2021-11-30,97863 Stuart Crossing,Apple Pay,delivered
1062,986,485,96,767.93,2184.36,2022-06-13,102 Lillian Hill,PayPal,pending
1063,638,16,83,75.18,8795.91,2021-04-16,5807 American Ash Road,PayPal,delivered
1064,614,84,57,773.84,6415.97,2020-01-11,9298 American Terrace,PayPal,processing
1065,774,444,45,605.65,7196.3,2020-02-06,48 3rd Street,Apple Pay,pending
1066,668,295,97,201.87,4117.35,2022-06-19,472 Bunker Hill Avenue,PayPal,pending
1067,177,8,35,203.19,2437.36,2020-06-13,1 Vernon Center,Apple Pay,shipped
1068,991,632,77,476.68,4027.84,2022-08-12,6 Anhalt Court,credit card,processing
1069,685,389,80,281.2,4762.05,2022-06-25,477 Butterfield Court,credit card,processing
1070,263,58,60,408.57,2516.93,2020-07-31,3177 Kipling Parkway,Apple Pay,shipped
1071,109,555,29,507.13,2803.73,2020-08-01,177 Atwood Crossing,PayPal,pending
1072,750,970,10,775.72,1924.68,2021-12-28,8003 Hoffman Alley,PayPal,delivered
1073,581,886,19,723.71,2759.54,2022-08-24,5 John Wall Court,credit card,delivered
1074,373,386,39,268.44,9768.04,2022-05-31,448 Scofield Park,PayPal,pending
1075,501,191,52,86.32,4335.15,2022-06-26,03605 Independence Place,PayPal,shipped
1076,319,327,53,271.8,9757.11,2020-05-06,00 Milwaukee Way,credit card,processing
1077,292,918,19,8.73,2209.81,2021-08-09,6718 Dottie Crossing,Apple Pay,pending
1078,823,325,24,521.57,3263.79,2022-04-06,93762 Warner Lane,PayPal,pending
1079,492,804,58,934.53,4042.94,2021-03-01,39231 Sage Hill,Apple Pay,processing
1080,340,689,52,582.99,2815.38,2021-01-19,9319 Stone Corner Terrace,Apple Pay,delivered
1081,499,566,93,407.14,4199.76,2020-08-19,13 Mesta Point,Apple Pay,processing
1082,700,122,22,142.5,6875.57,2022-06-29,73 Heath Center,credit card,processing
1083,637,725,89,364.29,3748.09,2022-05-28,519 Calypso Hill,PayPal,pending
1084,953,507,47,221.95,1045.7,2020-12-18,28 Bultman Lane,credit card,pending
1085,224,641,91,265.4,5541.0,2020-08-28,8873 Charing Cross Crossing,Apple Pay,pending
1086,472,127,79,506.83,4166.35,2020-10-23,4199 Sundown Center,Apple Pay,processing
1087,120,431,17,833.41,3741.13,2022-12-28,66 Lukken Point,credit card,shipped
1088,875,231,94,343.34,1913.8,2022-12-20,90998 Clyde Gallagher Lane,Apple Pay,delivered
1089,836,574,43,902.3,5958.06,2021-10-10,0101 Waubesa Center,PayPal,delivered
1090,16,557,54,571.88,5613.97,2021-10-03,05487 Bunting Circle,Apple Pay,shipped
1091,14,716,35,691.02,4554.4,2022-03-21,526 Superior Court,PayPal,pending
1092,699,12,79,323.06,5088.13,2021-01-28,0 Green Hill,PayPal,shipped
1093,496,320,43,760.16,6107.15,2021-11-19,3240 Kedzie Place,Apple Pay,processing
1094,910,184,31,300.98,2055.58,2020-11-18,8685 Arkansas Avenue,Apple Pay,delivered
1095,924,998,65,801.18,926.98,2020-02-04,487 Moland Way,credit card,delivered
1096,206,554,78,215.37,8889.34,2021-10-26,27314 Magdeline Circle,PayPal,delivered
1097,102,483,58,766.79,7938.98,2021-07-05,9 Harper Plaza,Apple Pay,pending
1098,131,275,34,65.85,993.71,2020-11-03,4 Hoepker Crossing,credit card,shipped
1099,76,751,45,859.74,5972.88,2020-07-15,90345 Blaine Center,Apple Pay,pending
1100,351,844,83,574.57,4083.17,2022-10-12,9 Ridgeview Lane,PayPal,processing
1101,293,817,32,461.69,7806.79,2021-09-28,5 Cherokee Alley,credit card,pending
1102,178,167,9,52.11,4138.73,2022-01-16,6 Stuart Center,Apple Pay,delivered
1103,682,905,98,814.47,7302.6,2020-02-21,15 Petterle Place,PayPal,pending
1104,307,949,64,665.6,6022.32,2022-04-28,4 Esker Point,credit card,delivered
1105,938,966,36,571.13,2540.68,2021-06-20,56 Amoth Parkway,Apple Pay,processing
1106,483,344,93,192.6,3221.22,2020-06-03,0833 Almo Drive,PayPal,shipped
1107,610,294,35,902.42,2781.03,2022-05-10,6987 Service Junction,credit card,pending
1108,743,824,23,522.06,5280.21,2021-09-26,12012 Lakewood Gardens Avenue,PayPal,shipped
1109,822,626,57,982.58,7424.58,2020-07-21,110 Huxley Circle,PayPal,delivered
1110,527,680,77,223.66,6034.74,2022-06-10,48154 Straubel Point,PayPal,delivered
1111,246,258,92,569.79,4696.15,2020-01-12,28142 Northwestern Trail,Apple Pay,pending
1112,664,564,9,635.49,9512.69,2022-09-07,6401 Blackbird Circle,credit card,pending
1113,563,698,71,619.39,7310.5,2022-04-15,3220 Lukken Road,credit card,pending
1114,466,969,54,631.93,418.55,2020-02-14,9 Lighthouse Bay Junction,Apple Pay,shipped
1115,517,469,45,757.31,5081.87,2020-01-24,65 Fair Oaks Terrace,credit card,pending
1116,806,251,19,878.34,6570.12,2020-06-24,717 Knutson Center,PayPal,pending
1117,692,825,65,559.75,2754.31,2022-01-15,7835 Acker Drive,Apple Pay,pending
1118,273,792,70,735.21,5697.33,2022-11-20,83544 Autumn Leaf Point,Apple Pay,delivered
